path,filename,label,split,sample_rate,n_frames,mfcc_01_mean,mfcc_02_mean,mfcc_03_mean,mfcc_04_mean,mfcc_05_mean,mfcc_06_mean,mfcc_07_mean,mfcc_08_mean,mfcc_09_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_01_std,mfcc_02_std,mfcc_03_std,mfcc_04_std,mfcc_05_std,mfcc_06_std,mfcc_07_std,mfcc_08_std,mfcc_09_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
data/raw/donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,belly_pain,test,8000,438,-445.0924072265625,-62.02981948852539,-36.91128158569336,-32.563636779785156,-30.020294189453125,-11.641101837158203,-17.167186737060547,-4.630921840667725,-14.683107376098633,-7.831048488616943,-7.583871841430664,-3.042602062225342,-0.5167843699455261,98.69598388671875,31.123689651489258,20.76314353942871,20.183895111083984,11.872207641601562,12.499709129333496,8.836750984191895,13.471084594726562,12.656621932983398,12.135066032409668,12.37650203704834,13.797708511352539,15.690999031066895
data/raw/donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,belly_pain,train,8000,438,-471.1936340332031,-43.493927001953125,-25.662620544433594,-35.37318801879883,-33.954769134521484,-30.791433334350586,-25.7298583984375,-20.29258918762207,-17.06123161315918,-14.285505294799805,-6.904901027679443,7.628388404846191,5.954586505889893,51.16484451293945,23.583141326904297,13.685234069824219,13.30630874633789,10.509353637695312,13.001435279846191,8.991226196289062,9.220381736755371,8.149920463562012,11.678961753845215,14.059083938598633,18.564186096191406,18.66832733154297
data/raw/donateacry_corpus_cleaned_and_updated_data/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,belly_pain,train,8000,438,-556.8550415039062,-8.863375663757324,-31.083284378051758,-25.20020294189453,-31.04909324645996,-20.541051864624023,-24.08329963684082,-14.771058082580566,-7.900272369384766,-5.3158087730407715,-7.1895976066589355,1.2540662288665771,0.07918600738048553,80.39967346191406,20.259382247924805,14.05069637298584,16.033348083496094,16.01926040649414,16.10871696472168,11.557060241699219,8.542800903320312,9.09232234954834,7.618660926818848,8.339956283569336,11.488652229309082,18.697586059570312
data/raw/donateacry_corpus_cleaned_and_updated_data/belly_pain/69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,belly_pain,val,8000,438,-321.9994201660156,-47.74537658691406,-45.45885467529297,-44.87740707397461,-29.337417602539062,-17.248123168945312,-6.745589733123779,-7.286644458770752,-12.653915405273438,-10.060197830200195,-13.053618431091309,-1.719285249710083,5.581212520599365,113.92117309570312,43.253211975097656,24.77718162536621,18.931556701660156,15.93641185760498,13.58846664428711,10.53894329071045,10.3738374710083,9.587237358093262,11.246805191040039,13.6162691116333,14.898529052734375,20.553808212280273
data/raw/donateacry_corpus_cleaned_and_updated_data/burping/79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,burping,val,8000,438,-440.15618896484375,-60.462196350097656,-28.337873458862305,-3.4611339569091797,-26.257692337036133,-9.98739242553711,-9.817235946655273,-17.79343032836914,-13.41390323638916,1.6024541854858398,9.550769805908203,4.900758743286133,-10.986807823181152,120.783935546875,48.113136291503906,19.484607696533203,11.348708152770996,13.339303016662598,17.332860946655273,14.286190032958984,11.711560249328613,11.63650131225586,15.609214782714844,18.35879135131836,20.025487899780273,18.060209274291992
data/raw/donateacry_corpus_cleaned_and_updated_data/burping/7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,burping,test,8000,438,-440.3116455078125,-42.36216735839844,-48.325679779052734,-20.809547424316406,-28.818124771118164,-13.781096458435059,-24.590898513793945,-17.104265213012695,-19.035167694091797,-13.885636329650879,-18.536630630493164,-15.438566207885742,-15.731931686401367,81.40311431884766,12.314501762390137,16.754047393798828,8.383089065551758,9.184089660644531,8.632590293884277,8.321165084838867,6.394059658050537,7.3369879722595215,6.827339172363281,7.076495170593262,7.022864818572998,7.129608154296875
data/raw/donateacry_corpus_cleaned_and_updated_data/burping/AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,burping,train,8000,438,-393.33099365234375,-60.44059371948242,-0.30384621024131775,-16.16180419921875,-28.04008674621582,-1.1821832656860352,-15.693806648254395,-1.436257243156433,-15.848058700561523,-4.682535648345947,-6.2656989097595215,0.8615363240242004,-8.360858917236328,112.87577056884766,43.83812713623047,20.898027420043945,19.270265579223633,13.71186637878418,12.721858024597168,13.964670181274414,13.525700569152832,10.022117614746094,10.388726234436035,11.787016868591309,10.555702209472656,9.082132339477539
data/raw/donateacry_corpus_cleaned_and_updated_data/burping/af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,burping,train,8000,409,-260.2575988769531,-96.63987731933594,-37.53509521484375,-8.38683795928955,-56.36708068847656,-16.643400192260742,-22.288461685180664,-1.6581919193267822,-22.541648864746094,3.838743209838867,-9.265113830566406,9.853824615478516,0.0704050213098526,112.25900268554688,40.788002014160156,25.950651168823242,22.857763290405273,20.222545623779297,11.087545394897461,14.152142524719238,10.780723571777344,14.683900833129883,13.566335678100586,12.482287406921387,17.823514938354492,18.735809326171875
data/raw/donateacry_corpus_cleaned_and_updated_data/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,discomfort,test,8000,438,-349.4610900878906,-77.5316162109375,-31.989837646484375,-20.403457641601562,-16.06689453125,-2.4381611347198486,-12.738770484924316,-5.844813346862793,-9.268675804138184,0.10918125510215759,-12.109013557434082,4.046224117279053,8.827652931213379,145.731201171875,41.73677062988281,18.489238739013672,14.304166793823242,11.362096786499023,12.14317798614502,10.562743186950684,7.503892421722412,9.30853271484375,7.794474124908447,9.271934509277344,12.274686813354492,16.78362464904785
data/raw/donateacry_corpus_cleaned_and_updated_data/discomfort/79FF400A-97E2-4701-987D-C7C850D5523C-1430089688-1.0-f-48-dc.wav,79FF400A-97E2-4701-987D-C7C850D5523C-1430089688-1.0-f-48-dc.wav,discomfort,train,8000,438,-351.3793640136719,-86.65582275390625,-20.398571014404297,-16.881122589111328,-19.222774505615234,-8.44359016418457,-20.09281349182129,-7.0945658683776855,-3.100478410720825,-2.8069443702697754,-10.018402099609375,-5.2214813232421875,-12.530011177062988,105.34317779541016,42.058738708496094,22.147232055664062,12.217714309692383,15.296632766723633,15.590350151062012,13.879110336303711,15.478452682495117,13.593221664428711,14.471259117126465,15.20510196685791,14.708525657653809,12.492582321166992
